sampleid	ypred	sampleorder
P_0007343_T01_IM5	0.413812965154648	337
P_0007346_T01_IM5	0.407920569181442	338
P_0007350_T01_IM5	0.182514011859894	339
P_0007351_T01_IM5	0.387089163064957	340
P_0007358_T02_IM5	0.885375678539276	341
P_0007359_T01_IM5	0.323983311653137	342
P_0007366_T01_IM5	0.352502584457397	343
P_0007393_T01_IM5	0.323983311653137	344
P_0007416_T01_IM5	0.519231379032135	345
P_0007515_T01_IM5	0.624200701713562	346
P_0007533_T01_IM5	0.418174535036087	347
P_0007538_T01_IM5	0.672670781612396	348
P_0007576_T01_IM5	0.45587345957756	349
P_0007625_T01_IM5	0.40808093547821	350
P_0007629_T01_IM5	0.525649428367615	351
P_0007647_T02_IM5	0.182514011859894	352
P_0007647_T03_IM5	0.269023865461349	353
P_0007655_T01_IM5	0.218399181962013	354
P_0007734_T01_IM5	0.407377600669861	355
P_0007786_T01_IM5	0.481220245361328	356
P_0007848_T01_IM5	0.385517001152039	357
P_0007853_T01_IM5	0.182514011859894	358
P_0007874_T01_IM5	0.420853644609451	359
P_0007875_T01_IM5	0.40808093547821	360
P_0007877_T01_IM5	0.413812965154648	361
P_0007881_T01_IM5	0.2938412129879	362
P_0007900_T01_IM5	0.729577004909515	363
P_0007930_T01_IM5	0.143520474433899	364
P_0007965_T01_IM5	0.407377600669861	365
P_0007968_T01_IM5	0.375859051942825	366
P_0008044_T01_IM5	0.182514011859894	367
P_0008048_T01_IM5	0.83984100818634	368
P_0008057_T01_IM5	0.858394622802734	369
P_0008067_T01_IM5	0.182514011859894	370
P_0008069_T02_IM5	0.492006540298462	371
P_0008069_T01_IM5	0.392676562070847	372
P_0008077_T01_IM5	0.111342087388039	373
P_0008077_T02_IM5	0.50128835439682	374
P_0008098_T01_IM5	0.561366856098175	375
P_0008147_T01_IM5	0.387089163064957	376
P_0008232_T01_IM5	0.2938412129879	377
P_0008235_T01_IM5	0.447856813669205	378
P_0008301_T01_IM5	0.354809761047363	379
P_0008304_T01_IM5	0.389018356800079	380
P_0008315_T01_IM5	0.693930745124817	381
P_0008326_T01_IM5	0.307987332344055	382
P_0008330_T01_IM5	0.413812965154648	383
P_0008330_T02_IM5	0.155801475048065	384
P_0008335_T01_IM5	0.182514011859894	385
P_0008339_T01_IM5	0.143520474433899	386
P_0008344_T01_IM5	0.871708512306213	387
P_0008348_T01_IM5	0.439855247735977	388
P_0008351_T01_IM5	0.393477529287338	389
P_0008356_T01_IM5	0.218399181962013	390
P_0008387_T01_IM5	0.370435953140259	391
P_0008390_T01_IM5	0.619119644165039	392
P_0008393_T01_IM5	0.155801475048065	393
P_0008452_T01_IM5	0.40808093547821	394
P_0008470_T01_IM5	0.693274319171906	395
P_0008525_T01_IM5	0.425742030143738	396
P_0008542_T03_IM5	0.341477781534195	397
P_0008581_T01_IM5	0.155801475048065	398
P_0008591_T01_IM5	0.61058896780014	399
P_0008592_T01_IM5	0.155801475048065	400
P_0008597_T01_IM5	0.2938412129879	401
P_0008655_T01_IM5	0.389515101909637	402
P_0008661_T01_IM5	0.354809761047363	403
P_0008667_T01_IM5	0.218399181962013	404
P_0008669_T01_IM5	0.439855247735977	405
P_0008769_T02_IM5	0.487550795078278	406
P_0008810_T01_IM5	0.182514011859894	407
P_0008812_T01_IM5	0.557058453559875	408
P_0008832_T01_IM5	0.218399181962013	409
P_0008852_T01_IM5	0.536240577697754	410
P_0008858_T01_IM5	0.477699637413025	411
P_0008869_T01_IM5	0.323983311653137	412
P_0008879_T01_IM5	0.323983311653137	413
P_0008966_T01_IM5	0.450763523578644	414
P_0009002_T01_IM5	0.540015876293182	415
P_0009006_T01_IM5	0.218399181962013	416
P_0009044_T01_IM5	0.422079294919968	417
P_0009056_T01_IM5	0.815251767635345	418
P_0009073_T01_IM5	0.218399181962013	419
P_0009077_T01_IM5	0.387089163064957	420
P_0009082_T01_IM5	0.831173539161682	421
P_0009085_T01_IM5	0.185467690229416	422
P_0009090_T01_IM5	0.399857461452484	423
P_0009151_T01_IM5	0.161329507827759	424
P_0009175_T02_IM5	0.155801475048065	425
P_0009190_T01_IM5	0.218399181962013	426
P_0009338_T01_IM5	0.386903047561646	427
P_0009352_T01_IM5	0.434560030698776	428
P_0009361_T01_IM5	0.212061449885368	429
P_0009374_T02_IM5	0.879396498203278	430
P_0009409_T01_IM5	0.213961020112038	431
P_0009420_T01_IM5	0.401625454425812	432
P_0009536_T01_IM5	0.218399181962013	433
P_0009543_T01_IM5	0.5574591755867	434
P_0009543_T02_IM5	0.875769853591919	435
P_0009546_T01_IM5	0.577466726303101	436
P_0009556_T01_IM5	0.40808093547821	437
P_0009565_T01_IM5	0.498611807823181	438
P_0009565_T02_IM5	0.487550795078278	439
P_0009603_T01_IM5	0.143520474433899	440
P_0009640_T01_IM5	0.350692510604858	441
P_0009654_T01_IM5	0.40808093547821	442
P_0009663_T01_IM5	0.418174535036087	443
P_0009686_T01_IM5	0.350692510604858	444
P_0009699_T01_IM5	0.375859051942825	445
P_0009728_T01_IM5	0.484889894723892	446
P_0009746_T02_IM5	0.143520474433899	447
P_0009786_T01_IM5	0.40808093547821	448
P_0009787_T01_IM5	0.413812965154648	449
P_0009817_T01_IM5	0.437991708517075	450
P_0009819_T01_IM5	0.143520474433899	451
P_0009843_T01_IM5	0.354809761047363	452
P_0009892_T01_IM5	0.553728520870209	453
P_0009904_T01_IM5	0.436318278312683	454
P_0009914_T01_IM5	0.397399514913559	455
P_0009939_T01_IM5	0.307987332344055	456
P_0009942_T01_IM5	0.382293373346329	457
P_0009982_T01_IM5	0.485384374856949	458
P_0010029_T01_IM5	0.704084396362305	459
P_0010034_T01_IM5	0.421563267707825	460
P_0010071_T01_IM5	0.452167272567749	461
P_0010075_T01_IM5	0.40808093547821	462
P_0010076_T01_IM5	0.143520474433899	463
P_0010178_T01_IM5	0.341477781534195	464
P_0010179_T01_IM5	0.143520474433899	465
P_0010237_T01_IM5	0.698141753673553	466
P_0010272_T01_IM5	0.885375678539276	467
P_0010518_T01_IM5	0.88538932800293	468
P_0010523_T01_IM5	0.323983311653137	469
P_0010538_T01_IM5	0.456810384988785	470
P_0010572_T01_IM5	0.2938412129879	471
P_0010639_T01_IM5	0.218399181962013	472
P_0010656_T01_IM5	0.201619818806648	473
P_0010657_T01_IM5	0.417551666498184	474
P_0010659_T01_IM5	0.213704854249954	475
P_0010731_T01_IM5	0.626786887645721	476
P_0010746_T01_IM5	0.369732171297073	477
P_0010752_T01_IM5	0.470053136348724	478
P_0010794_T01_IM5	0.143520474433899	479
P_0010811_T01_IM5	0.658957481384277	480
P_0010823_T01_IM5	0.446772813796997	481
P_0010870_T01_IM5	0.425633251667023	482
P_0010920_T01_IM5	0.392676562070847	483
P_0010950_T01_IM5	0.634719967842102	484
P_0010952_T01_IM5	0.213961020112038	485
P_0011003_T01_IM5	0.439037650823593	486
P_0011046_T01_IM5	0.45049375295639	487
P_0011092_T01_IM5	0.87216705083847	488
P_0011093_T01_IM5	0.45587345957756	489
P_0011156_T01_IM5	0.398081064224243	490
P_0011188_T01_IM5	0.389018356800079	491
P_0011198_T01_IM5	0.393477529287338	492
P_0011263_T01_IM5	0.393477529287338	493
P_0011267_T01_IM5	0.393477529287338	494
P_0011290_T01_IM5	0.607976913452148	495
P_0011294_T01_IM5	0.425695776939392	496
P_0011310_T01_IM5	0.252966165542603	497
P_0011363_T01_IM5	0.619935154914856	498
P_0011364_T01_IM5	0.345050364732742	499
P_0011367_T01_IM5	0.556989431381226	500
P_0011368_T01_IM5	0.591014564037323	501
P_0011429_T01_IM5	0.270052969455719	502
P_0011465_T01_IM5	0.577466726303101	503
P_0011472_T01_IM5	0.196594685316086	504
P_0011483_T01_IM5	0.459163069725037	505
P_0011515_T01_IM5	0.341477781534195	506
P_0011525_T01_IM5	0.65301638841629	507
P_0011529_T01_IM5	0.49491012096405	508
P_0011553_T01_IM5	0.393477529287338	509
P_0011558_T01_IM5	0.58716082572937	510
P_0011577_T01_IM5	0.434344679117203	511
P_0012025_T01_IM5	0.729663074016571	512
P_0012026_T01_IM5	0.341477781534195	513
P_0012029_T01_IM5	0.47101554274559	514
P_0012030_T01_IM5	0.49969893693924	515
P_0012031_T01_IM5	0.2938412129879	516
P_0012039_T01_IM5	0.389702767133713	517
P_0012046_T01_IM5	0.250010311603546	518
P_0012048_T01_IM5	0.585870027542114	519
P_0012104_T01_IM5	0.577466726303101	520
P_0012109_T01_IM5	0.4529689848423	521
P_0012132_T01_IM5	0.598783671855927	522
P_0012136_T01_IM5	0.483693689107895	523
P_0012141_T01_IM5	0.387089163064957	524
P_0012145_T01_IM5	0.375859051942825	525
P_0012230_T01_IM5	0.545941531658173	526
P_0012271_T01_IM5	0.182514011859894	527
P_0012275_T01_IM5	0.562912285327911	528
P_0012284_T01_IM5	0.33783620595932	529
P_0012304_T01_IM5	0.155801475048065	530
P_0012321_T01_IM5	0.43481457233429	531
P_0012322_T01_IM5	0.295922249555588	532
P_0012324_T01_IM5	0.212061449885368	533
P_0012326_T01_IM5	0.375049918889999	534
P_0012327_T01_IM5	0.345050364732742	535
P_0012328_T01_IM5	0.213961020112038	536
P_0012332_T01_IM5	0.393477529287338	537
P_0012368_T01_IM5	0.529321491718292	538
P_0012375_T01_IM5	0.291887134313583	539
AD10003	0.569967091083527	540
AD1037	0.27950444817543	541
AD10568	0.617870032787323	542
AD10589	0.534840703010559	543
AD10634	0.327008754014969	544
AD10746	0.241425693035126	545
AD10808	0.573398768901825	546
AD10937	0.533693909645081	547
AD1096	0.639848053455353	548
AD11074	0.475384920835495	549
AD11230	0.56221878528595	550
AD11451	0.602085530757904	551
AD11608	0.2579086124897	552
AD11635	0.533137142658234	553
AD11682	0.70973938703537	554
AD11701	0.365025579929352	555
AD11724	0.389006376266479	556
AD11735	0.72999894618988	557
AD11770	0.290694534778595	558
AD11964	0.424126416444778	559
AD12042	0.889230906963348	560
AD12055	0.508297801017761	561
AD12386	0.266159206628799	562
AD12498	0.151657521724701	563
AD12771	0.474075347185135	564
AD12885	0.811589419841766	565
AD13010	0.543466091156006	566
AD13011	0.78205543756485	567
AD13205	0.139576703310013	568
AD1324	0.468299150466919	569
AD13318	0.401487469673157	570
AD13350	0.2579086124897	571
AD13354	0.396586209535599	572
AD13466	0.901411831378937	573
AD13689	0.315656989812851	574
AD13729	0.336477696895599	575
AD1378	0.431410223245621	576
AD13918	0.153023704886436	577
AD14054	0.4876928627491	578
AD14130	0.599460065364838	579
AD14150	0.901495218276978	580
AD14260	0.241425693035126	581
AD14369	0.887194156646729	582
AD14410	0.446226567029953	583
AD14458	0.247190281748772	584
AD14635	0.636748135089874	585
AD14673	0.517122626304626	586
AD14874	0.209000796079636	587
AD14910	0.58604770898819	588
AD15269	0.459556639194489	589
AD15313	0.477518200874329	590
AD15354	0.301905363798141	591
AD15367	0.541729271411896	592
AD15517	0.56531035900116	593
AD15543	0.254707157611847	594
AD15662	0.365445107221603	595
AD15920	0.921878635883331	596
AD16585	0.73049658536911	597
AD16598	0.660376191139221	598
AD16811	0.341592520475388	599
AD1687	0.486668914556503	600
AD16934	0.60585880279541	601
AD16958	0.46350508928299	602
AD1698	0.233534321188927	603
AD17106	0.883798778057098	604
AD1718	0.577533900737762	605
AD17220	0.358677417039871	606
AD1734	0.46401509642601	607
AD17382	0.755888521671295	608
AD17391	0.505085289478302	609
AD17504	0.438927918672562	610
AD17749	0.275165051221848	611
AD17903	0.224003583192825	612
AD1912	0.422858089208603	613
AD1966	0.24301315844059	614
AD2094	0.891849100589752	615
AD2255	0.273666441440582	616
AD2537	0.706740975379944	617
AD2698	0.43725511431694	618
AD2876	0.819246232509613	619
AD2900	0.160581022500992	620
AD2913	0.410999774932861	621
AD3010	0.426507711410522	622
AD3025	0.56045401096344	623
AD3493	0.296171367168427	624
AD352	0.432681530714035	625
AD3535	0.46239447593689	626
AD3554	0.66758805513382	627
AD3709	0.143231049180031	628
AD381	0.512994468212128	629
AD3894	0.502876996994019	630
AD3917	0.291506558656693	631
AD4331	0.497558832168579	632
AD4525	0.604451715946198	633
AD4534	0.925582408905029	634
AD4579	0.277399510145187	635
AD4741	0.277547657489777	636
AD4842	0.247569695115089	637
AD496	0.212394818663597	638
AD4972	0.305186361074448	639
AD4976	0.412599235773087	640
AD4992	0.40198278427124	641
AD5219	0.710239768028259	642
AD5297	0.750664591789246	643
