sampleid	ypred	sampleorder
TCGA-HC-7077	0.528125762939453	196
TCGA-HC-7078	0.60897159576416	197
TCGA-HC-7079	0.390276402235031	198
TCGA-HC-7080	0.538824200630188	199
TCGA-HC-7081	0.543631315231323	200
TCGA-HC-7209	0.523106753826141	201
TCGA-HC-7210	0.596072494983673	202
TCGA-HC-7211	0.47126692533493	203
TCGA-HC-7212	0.597903668880463	204
TCGA-HC-7213	0.532964169979095	205
TCGA-HC-7230	0.531418263912201	206
TCGA-HC-7231	0.574440240859985	207
TCGA-HC-7232	0.532260179519653	208
TCGA-HC-7233	0.50710254907608	209
TCGA-HC-7736	0.514468550682068	210
TCGA-HC-7737	0.535855710506439	211
TCGA-HC-7738	0.562227964401245	212
TCGA-HC-7740	0.437072813510895	213
TCGA-HC-7741	0.387725085020065	214
TCGA-HC-7742	0.513728737831116	215
TCGA-HC-7744	0.566877961158752	216
TCGA-HC-7745	0.534466087818146	217
TCGA-HC-7747	0.591196119785309	218
TCGA-HC-7748	0.480899840593338	219
TCGA-HC-7749	0.543076455593109	220
TCGA-HC-7750	0.455508500337601	221
TCGA-HC-7752	0.555582582950592	222
TCGA-HC-7817	0.430070430040359	223
TCGA-HC-7818	0.418398827314377	224
TCGA-HC-7819	0.586693465709686	225
TCGA-HC-7820	0.508488595485687	226
TCGA-HC-7821	0.534177124500275	227
TCGA-HC-8212	0.363887220621109	228
TCGA-HC-8213	0.479185402393341	229
TCGA-HC-8216	0.528822600841522	230
TCGA-HC-8256	0.483359426259995	231
TCGA-HC-8257	0.529150545597076	232
TCGA-HC-8258	0.408848345279694	233
TCGA-HC-8259	0.479185402393341	234
TCGA-HC-8260	0.539081990718842	235
TCGA-HC-8261	0.548734247684479	236
TCGA-HC-8262	0.524387300014496	237
TCGA-HC-8264	0.51961487531662	238
TCGA-HC-8265	0.559265315532684	239
TCGA-HC-8266	0.573622286319733	240
TCGA-HC-A48F	0.544123589992523	241
TCGA-HC-A4ZV	0.59414666891098	242
TCGA-HC-A631	0.553581297397614	243
TCGA-HC-A632	0.583982050418854	244
TCGA-HC-A6AL	0.560895264148712	245
TCGA-HC-A6AN	0.554560005664825	246
TCGA-HC-A6AO	0.563700616359711	247
TCGA-HC-A6AP	0.584719121456146	248
TCGA-HC-A6AQ	0.420462369918823	249
TCGA-HC-A6AS	0.538351655006409	250
TCGA-HC-A6HX	0.482038080692291	251
TCGA-HC-A6HY	0.508629620075226	252
TCGA-HC-A76W	0.561467707157135	253
TCGA-HC-A76X	0.488299131393433	254
TCGA-HC-A8CY	0.553149819374084	255
TCGA-HC-A8D0	0.546666085720062	256
TCGA-HC-A8D1	0.483891576528549	257
TCGA-HC-A9TE	0.563533246517181	258
TCGA-HC-A9TH	0.587731301784515	259
TCGA-HI-7168	0.514018654823303	260
TCGA-HI-7169	0.390983283519745	261
TCGA-HI-7170	0.506454706192017	262
TCGA-HI-7171	0.535707652568817	263
TCGA-J4-8198	0.508198976516724	264
TCGA-J4-8200	0.509206116199493	265
TCGA-J4-A67K	0.556305289268494	266
TCGA-J4-A67L	0.532570064067841	267
TCGA-J4-A67M	0.548794150352478	268
TCGA-J4-A67N	0.511409521102905	269
TCGA-J4-A67O	0.466417849063873	270
TCGA-J4-A67Q	0.486051380634308	271
TCGA-J4-A67R	0.39741450548172	272
TCGA-J4-A67S	0.522194921970367	273
TCGA-J4-A67T	0.462197035551071	274
TCGA-J4-A6G1	0.379425436258316	275
TCGA-J4-A6G3	0.447165876626968	276
TCGA-J4-A6M7	0.455364286899567	277
TCGA-J4-A83I	0.570247828960419	278
TCGA-J4-A83J	0.568742394447327	279
TCGA-J4-A83K	0.372714966535568	280
TCGA-J4-A83L	0.480377405881882	281
TCGA-J4-A83M	0.549744963645935	282
TCGA-J4-A83N	0.460738658905029	283
TCGA-J4-AATV	0.388739436864853	284
TCGA-J4-AATZ	0.548491895198822	285
TCGA-J4-AAU2	0.519501388072968	286
TCGA-J9-A52B	0.560007810592651	287
TCGA-J9-A52C	0.569768190383911	288
TCGA-J9-A52D	0.40500408411026	289
TCGA-J9-A52E	0.530838668346405	290
TCGA-J9-A8CK	0.563046336174011	291
TCGA-J9-A8CL	0.524800777435303	292
TCGA-J9-A8CM	0.532363533973694	293
TCGA-J9-A8CN	0.46445631980896	294
TCGA-J9-A8CP	0.512315571308136	295
TCGA-KC-A4BL	0.444313883781433	296
TCGA-KC-A4BN	0.390276402235031	297
TCGA-KC-A4BO	0.363887220621109	298
TCGA-KC-A4BR	0.3941370844841	299
TCGA-KC-A4BV	0.578859806060791	300
TCGA-KC-A7F3	0.536987900733948	301
TCGA-KC-A7F5	0.394827276468277	302
TCGA-KC-A7F6	0.554140567779541	303
TCGA-KC-A7FA	0.54485958814621	304
TCGA-KC-A7FD	0.379425436258316	305
TCGA-KC-A7FE	0.379425436258316	306
TCGA-KK-A59V	0.598660051822662	307
TCGA-KK-A59X	0.581274092197418	308
TCGA-KK-A59Y	0.544418215751648	309
TCGA-KK-A59Z	0.580260753631592	310
TCGA-KK-A5A1	0.439701437950134	311
TCGA-KK-A6DY	0.558028280735016	312
TCGA-KK-A6E0	0.487914234399796	313
TCGA-KK-A6E1	0.564431428909302	314
TCGA-KK-A6E2	0.522754430770874	315
TCGA-KK-A6E3	0.390276402235031	316
TCGA-KK-A6E4	0.594300210475922	317
TCGA-KK-A6E5	0.547005236148834	318
TCGA-KK-A6E6	0.582516312599182	319
TCGA-KK-A6E7	0.540163457393646	320
TCGA-KK-A6E8	0.6205934882164	321
TCGA-KK-A7AP	0.550879597663879	322
TCGA-KK-A7AQ	0.542724847793579	323
TCGA-KK-A7AU	0.517244338989258	324
TCGA-KK-A7AV	0.52481734752655	325
TCGA-KK-A7AW	0.547796905040741	326
TCGA-KK-A7AY	0.530902862548828	327
TCGA-KK-A7AZ	0.502984941005707	328
TCGA-KK-A7B0	0.551920890808105	329
TCGA-KK-A7B1	0.544669091701508	330
TCGA-KK-A7B2	0.489549905061722	331
TCGA-KK-A7B3	0.567437350749969	332
TCGA-KK-A7B4	0.571279883384705	333
TCGA-KK-A8I4	0.505187273025513	334
TCGA-KK-A8I5	0.493372082710266	335
TCGA-KK-A8I6	0.547486484050751	336
TCGA-KK-A8I7	0.495663195848465	337
TCGA-KK-A8I8	0.577930390834808	338
TCGA-KK-A8I9	0.547469019889832	339
TCGA-KK-A8IA	0.593361556529999	340
TCGA-KK-A8IB	0.578125715255737	341
TCGA-KK-A8IC	0.515368640422821	342
TCGA-KK-A8ID	0.569960415363312	343
TCGA-KK-A8IF	0.499550998210907	344
TCGA-KK-A8IG	0.546388149261475	345
TCGA-KK-A8IH	0.554695963859558	346
TCGA-KK-A8II	0.551175236701965	347
TCGA-KK-A8IJ	0.479362607002258	348
TCGA-KK-A8IK	0.533402621746063	349
TCGA-KK-A8IL	0.509815752506256	350
TCGA-KK-A8IM	0.535487234592438	351
TCGA-M7-A71Y	0.491526812314987	352
TCGA-M7-A71Z	0.504836440086365	353
TCGA-M7-A720	0.418584853410721	354
TCGA-M7-A721	0.540350615978241	355
TCGA-M7-A722	0.541464686393738	356
TCGA-M7-A723	0.396943330764771	357
TCGA-M7-A724	0.557561695575714	358
TCGA-M7-A725	0.542342245578766	359
TCGA-MG-AAMC	0.550451934337616	360
TCGA-QU-A6IL	0.573846638202667	361
TCGA-QU-A6IM	0.530607521533966	362
TCGA-QU-A6IN	0.5038081407547	363
TCGA-QU-A6IO	0.53769588470459	364
TCGA-QU-A6IP	0.4717857837677	365
TCGA-SU-A7E7	0.538241267204285	366
TCGA-TK-A8OK	0.606163382530212	367
TCGA-TP-A8TT	0.522395491600037	368
TCGA-TP-A8TV	0.530099749565125	369
TCGA-V1-A8MF	0.572219491004944	370
TCGA-V1-A8MG	0.541819512844086	371
TCGA-V1-A8MJ	0.535868883132935	372
TCGA-V1-A8MK	0.363887220621109	373
TCGA-V1-A8ML	0.52086329460144	374
TCGA-V1-A8MM	0.553246736526489	375
TCGA-V1-A8MU	0.489223390817642	376
TCGA-V1-A8WL	0.541015267372131	377
TCGA-V1-A8WN	0.482030987739563	378
TCGA-V1-A8WS	0.51710569858551	379
TCGA-V1-A8WV	0.523158311843872	380
TCGA-V1-A8WW	0.502041697502136	381
TCGA-V1-A8X3	0.550842761993408	382
TCGA-V1-A9O5	0.583625495433807	383
TCGA-V1-A9O7	0.520495772361755	384
TCGA-V1-A9O9	0.562471568584442	385
TCGA-V1-A9OA	0.524331331253052	386
TCGA-V1-A9OF	0.485550314188004	387
TCGA-V1-A9OH	0.509310781955719	388
TCGA-V1-A9OL	0.575655400753021	389
TCGA-V1-A9OQ	0.55561751127243	390
TCGA-V1-A9OT	0.506718337535858	391
TCGA-V1-A9OX	0.539205968379974	392
TCGA-V1-A9OY	0.496273964643478	393
TCGA-V1-A9Z7	0.494588911533356	394
TCGA-V1-A9Z8	0.558918595314026	395
TCGA-V1-A9Z9	0.549716413021088	396
TCGA-V1-A9ZG	0.473311096429825	397
TCGA-V1-A9ZI	0.607071816921234	398
TCGA-V1-A9ZK	0.606335043907166	399
TCGA-V1-A9ZR	0.588416516780853	400
TCGA-VN-A88I	0.47126692533493	401
TCGA-VN-A88K	0.443823933601379	402
TCGA-VN-A88L	0.517989158630371	403
TCGA-VN-A88M	0.507254660129547	404
TCGA-VN-A88N	0.546355068683624	405
TCGA-VN-A88O	0.514725148677826	406
TCGA-VN-A88P	0.548349022865295	407
TCGA-VN-A88Q	0.439649194478989	408
TCGA-VN-A88R	0.541046321392059	409
TCGA-VN-A943	0.635040402412415	410
TCGA-VP-A872	0.550057291984558	411
TCGA-VP-A875	0.511291682720184	412
TCGA-VP-A876	0.544123589992523	413
TCGA-VP-A878	0.478492885828018	414
TCGA-VP-A879	0.477992743253708	415
TCGA-VP-A87B	0.539625763893127	416
TCGA-VP-A87C	0.52086329460144	417
TCGA-VP-A87D	0.524340093135834	418
TCGA-VP-A87E	0.39741450548172	419
TCGA-VP-A87H	0.616106033325195	420
TCGA-VP-A87J	0.555421054363251	421
TCGA-VP-A87K	0.556275725364685	422
TCGA-VP-AA1N	0.605758428573608	423
TCGA-WW-A8ZI	0.57963627576828	424
TCGA-X4-A8KQ	0.589152336120605	425
TCGA-X4-A8KS	0.48811599612236	426
TCGA-XA-A8JR	0.505866944789886	427
TCGA-XJ-A83F	0.563132345676422	428
TCGA-XJ-A83G	0.541111826896667	429
TCGA-XJ-A83H	0.53897351026535	430
TCGA-XJ-A9DI	0.550173103809357	431
TCGA-XJ-A9DK	0.387725085020065	432
TCGA-XJ-A9DQ	0.360773473978043	433
TCGA-XJ-A9DX	0.565253674983978	434
TCGA-XK-AAIR	0.535675704479218	435
TCGA-XK-AAIV	0.528023660182953	436
TCGA-XK-AAIW	0.579516291618347	437
TCGA-XK-AAJ3	0.581279456615448	438
TCGA-XK-AAJA	0.562869966030121	439
TCGA-XK-AAJP	0.531377017498016	440
TCGA-XK-AAJR	0.5521479845047	441
TCGA-XK-AAJT	0.611091792583466	442
TCGA-XK-AAJU	0.401070863008499	443
TCGA-XK-AAK1	0.539827346801758	444
TCGA-XQ-A8TA	0.625808835029602	445
TCGA-XQ-A8TB	0.547881782054901	446
TCGA-Y6-A8TL	0.575285732746124	447
TCGA-Y6-A9XI	0.604054093360901	448
TCGA-YJ-A8SW	0.517527759075165	449
TCGA-YL-A8HJ	0.50783908367157	450
TCGA-YL-A8HK	0.554124891757965	451
TCGA-YL-A8HL	0.539447784423828	452
TCGA-YL-A8HM	0.510209441184998	453
TCGA-YL-A8HO	0.586415231227875	454
TCGA-YL-A8S8	0.593257308006287	455
TCGA-YL-A8S9	0.519943594932556	456
TCGA-YL-A8SA	0.569817900657654	457
TCGA-YL-A8SB	0.507658421993256	458
TCGA-YL-A8SC	0.620064914226532	459
TCGA-YL-A8SF	0.573134362697601	460
TCGA-YL-A8SH	0.570379793643951	461
TCGA-YL-A8SI	0.563815414905548	462
TCGA-YL-A8SJ	0.536839783191681	463
TCGA-YL-A8SK	0.538846015930176	464
TCGA-YL-A8SL	0.608504831790924	465
TCGA-YL-A8SO	0.592826545238495	466
TCGA-YL-A8SP	0.494470924139023	467
TCGA-YL-A8SQ	0.483975321054459	468
TCGA-YL-A8SR	0.550588130950928	469
TCGA-YL-A9WH	0.524648904800415	470
TCGA-YL-A9WI	0.598693370819092	471
TCGA-YL-A9WJ	0.565901637077332	472
TCGA-YL-A9WK	0.571486949920654	473
TCGA-YL-A9WL	0.553586781024933	474
TCGA-YL-A9WX	0.564423739910126	475
TCGA-YL-A9WY	0.573785781860352	476
TCGA-ZG-A8QW	0.606885850429535	477
TCGA-ZG-A8QX	0.511010408401489	478
TCGA-ZG-A8QY	0.542158961296082	479
TCGA-ZG-A8QZ	0.520954310894012	480
TCGA-ZG-A9KY	0.512617766857147	481
TCGA-ZG-A9L0	0.538632929325104	482
TCGA-ZG-A9L1	0.602523922920227	483
TCGA-ZG-A9L2	0.57733428478241	484
TCGA-ZG-A9L4	0.555762708187103	485
TCGA-ZG-A9L5	0.559586346149445	486
TCGA-ZG-A9L6	0.550590753555298	487
TCGA-ZG-A9L9	0.571394860744476	488
TCGA-ZG-A9LB	0.524481952190399	489
TCGA-ZG-A9LM	0.611041903495789	490
TCGA-ZG-A9LN	0.49847674369812	491
TCGA-ZG-A9LS	0.511012434959412	492
TCGA-ZG-A9LU	0.55283796787262	493
TCGA-ZG-A9LY	0.561719238758087	494
TCGA-ZG-A9LZ	0.513665437698364	495
TCGA-ZG-A9M4	0.513134658336639	496
TCGA-ZG-A9MC	0.585198998451233	497
TCGA-ZG-A9N3	0.556899130344391	498
TCGA-ZG-A9ND	0.54567950963974	499
TCGA-ZG-A9NI	0.605251312255859	500
